label,category,condition,peak,fired,peak_rms
00097_a-jarvis_Daniel_noisy10.wav,near_miss,noisy,0.341,0,0
00113_hey-jarvahs_Daniel_noisy10.wav,near_miss,noisy,0.930,1,0
00116_hey-jarvahs_Kathy_noisy5.wav,near_miss,noisy,0.364,0,0
00124_hey-Jerry_Kathy_noisy10.wav,near_miss,noisy,0.272,0,0
00131_hey-Chris_Fred_noisy10.wav,near_miss,noisy,0.011,0,0
00143_hi-jarvis_Flo_noisy0.wav,near_miss,noisy,0.495,0,0
00159_yo-jarvis_Flo_noisy0.wav,near_miss,noisy,0.297,0,0
00160_jarvis_Samantha_noisy10.wav,near_miss,noisy,0.017,0,0
00170_jarvis-jarvis_Karen_noisy10.wav,near_miss,noisy,0.962,1,0
00177_hey-alexa_Daniel_noisy5.wav,near_miss,noisy,0.008,0,0
00186_hey-there_Karen_noisy0.wav,near_miss,noisy,0.223,0,0
00189_hey-there_Ralph_noisy20.wav,near_miss,noisy,0.014,0,0
00193_hey-google_Daniel_noisy5.wav,near_miss,noisy,0.005,0,0
00209_okay-google_Daniel_noisy20.wav,near_miss,noisy,0.001,0,0
00002_hey-jeremy_Karen_quiet.wav,near_miss,quiet,0.013,0,0
00020_hey-harris_Kathy_quiet.wav,near_miss,quiet,0.319,0,0
00038_hey-jervis_Albert_quiet.wav,near_miss,quiet,0.504,1,0
00064_hey-darkness_Samantha_quiet.wav,near_miss,quiet,0.081,0,0
00214_okay-google_Albert_quiet.wav,near_miss,quiet,0.011,0,0
00087_they-marvis_Flo_reverb.wav,near_miss,reverb,0.046,0,0
00104_hey-jarvus_Samantha_reverb.wav,near_miss,reverb,0.968,1,0
00125_hey-Jerry_Ralph_reverb.wav,near_miss,reverb,0.251,0,0
00126_hey-Jerry_Albert_reverb.wav,near_miss,reverb,0.060,0,0
00206_hey-siri_Albert_reverb.wav,near_miss,reverb,0.021,0,0
00032_hey-jarvis_Kathy_200_clean.wav,positive,clean,0.946,1,0
00043_hey-jarvis_Albert_140_clean.wav,positive,clean,0.959,1,0
00082_hey-jarvis_Reed_220_clean.wav,positive,clean,0.999,1,0
00115_hey-jarvis_Moira_180_clean.wav,positive,clean,0.999,1,0
00004_hey-jarvis_Samantha_200_noisy5.wav,positive,noisy,0.490,0,0
00009_hey-jarvis_Daniel_160_noisy0.wav,positive,noisy,0.795,1,0
00020_hey-jarvis_Karen_240_noisy20.wav,positive,noisy,0.997,1,0
00025_hey-jarvis_Fred_200_noisy0.wav,positive,noisy,0.414,0,0
00027_hey-jarvis_Fred_240_noisy10.wav,positive,noisy,0.995,1,0
00028_hey-jarvis_Kathy_def_noisy0.wav,positive,noisy,0.429,0,0
00031_hey-jarvis_Kathy_180_noisy5.wav,positive,noisy,0.188,0,0
00035_hey-jarvis_Ralph_def_noisy20.wav,positive,noisy,0.950,1,0
00036_hey-jarvis_Ralph_140_noisy20.wav,positive,noisy,0.991,1,0
00038_hey-jarvis_Ralph_180_noisy0.wav,positive,noisy,0.364,0,0
00039_hey-jarvis_Ralph_200_noisy10.wav,positive,noisy,0.882,1,0
00043_hey-jarvis_Albert_140_noisy20.wav,positive,noisy,0.997,1,0
00045_hey-jarvis_Albert_180_noisy5.wav,positive,noisy,0.973,1,0
00050_hey-jarvis_Flo_140_noisy0.wav,positive,noisy,0.453,0,0
00053_hey-jarvis_Flo_200_noisy0.wav,positive,noisy,0.369,0,0
00059_hey-jarvis_Grandma_180_noisy10.wav,positive,noisy,0.417,0,0
00060_hey-jarvis_Grandma_200_noisy20.wav,positive,noisy,0.889,1,0
00068_hey-jarvis_Grandpa_220_noisy10.wav,positive,noisy,0.985,1,0
00071_hey-jarvis_Junior_140_noisy10.wav,positive,noisy,0.994,1,0
00091_hey-jarvis_Sandy_def_noisy20.wav,positive,noisy,0.900,1,0
00094_hey-jarvis_Sandy_180_noisy20.wav,positive,noisy,0.974,1,0
00098_hey-jarvis_Shelley_def_noisy20.wav,positive,noisy,0.943,1,0
00104_hey-jarvis_Shelley_240_noisy0.wav,positive,noisy,0.212,0,0
00108_hey-jarvis_Tessa_180_noisy20.wav,positive,noisy,0.990,1,0
00109_hey-jarvis_Tessa_200_noisy10.wav,positive,noisy,0.948,1,0
00113_hey-jarvis_Moira_140_noisy5.wav,positive,noisy,0.980,1,0
00121_hey-jarvis_Rishi_160_noisy5.wav,positive,noisy,0.330,0,0
00122_hey-jarvis_Rishi_180_noisy5.wav,positive,noisy,0.484,0,0
00035_hey-jarvis_Ralph_def_quiet.wav,positive,quiet,0.993,1,0
00037_hey-jarvis_Ralph_160_quiet.wav,positive,quiet,0.994,1,0
00038_hey-jarvis_Ralph_180_quiet.wav,positive,quiet,0.977,1,0
00039_hey-jarvis_Ralph_200_quiet.wav,positive,quiet,0.767,1,0
00094_hey-jarvis_Sandy_180_quiet.wav,positive,quiet,0.987,1,0
00108_hey-jarvis_Tessa_180_quiet.wav,positive,quiet,0.991,1,0
00047_hey-jarvis_Albert_220_reverb.wav,positive,reverb,0.495,0,0
00084_hey-jarvis_Rocko_def_reverb.wav,positive,reverb,0.327,0,0
00107_hey-jarvis_Tessa_160_reverb.wav,positive,reverb,0.976,1,0
00117_hey-jarvis_Moira_220_reverb.wav,positive,reverb,0.496,0,0
