label,category,condition,peak,fired,peak_rms
00015_hey-travis_Flo_noisy10.wav,near_miss,noisy10,0.187,,3940
00009_hey-travis_Daniel_noisy0.wav,near_miss,noisy0,0.214,,4344
00014_hey-travis_Albert_reverb.wav,near_miss,reverb,0.023,,7979
00020_hi-jarvis_Kathy_reverb.wav,near_miss,reverb,0.436,,3558
00023_hi-jarvis_Flo_quiet.wav,near_miss,quiet,0.992,,1467
00018_hi-jarvis_Karen_noisy5.wav,near_miss,noisy5,0.562,,4092
00024_a-jarvis_Samantha_noisy5.wav,near_miss,noisy5,0.056,,3473
00031_a-jarvis_Flo_clean.wav,near_miss,clean,0.019,,5032
00025_a-jarvis_Daniel_noisy20.wav,near_miss,noisy20,0.369,,3217
00038_hey-there_Albert_noisy20.wav,near_miss,noisy20,0.400,,1706
00032_hey-there_Samantha_quiet.wav,near_miss,quiet,0.444,,2185
00038_hey-there_Albert_reverb.wav,near_miss,reverb,0.006,,7155
00045_hey-darkness_Ralph_noisy10.wav,near_miss,noisy10,0.266,,2041
00040_hey-darkness_Samantha_quiet.wav,near_miss,quiet,0.007,,2594
00044_hey-darkness_Kathy_noisy20.wav,near_miss,noisy20,0.378,,4076
00052_jarvis_Kathy_reverb.wav,near_miss,reverb,0.043,,4068
00051_jarvis_Fred_noisy20.wav,near_miss,noisy20,0.963,,1314
00053_jarvis_Ralph_noisy20.wav,near_miss,noisy20,0.454,,2193
00056_hey-alexa_Samantha_noisy5.wav,near_miss,noisy5,0.011,,3177
00063_hey-alexa_Flo_noisy5.wav,near_miss,noisy5,0.088,,1975
00060_hey-alexa_Kathy_noisy10.wav,near_miss,noisy10,0.004,,2854
00071_hey-harris_Flo_noisy0.wav,near_miss,noisy0,0.111,,3247
00070_hey-harris_Albert_clean.wav,near_miss,clean,0.341,,7689
00069_hey-harris_Ralph_reverb.wav,near_miss,reverb,0.976,,4004
00075_hey-james_Fred_reverb.wav,near_miss,reverb,0.016,,1949
00076_hey-james_Kathy_reverb.wav,near_miss,reverb,0.016,,4329
00074_hey-james_Karen_noisy5.wav,near_miss,noisy5,0.427,,3359
00080_okay-jarvis_Samantha_noisy5.wav,near_miss,noisy5,0.368,,4498
00083_okay-jarvis_Fred_noisy0.wav,near_miss,noisy0,0.488,,2032
00082_okay-jarvis_Karen_noisy20.wav,near_miss,noisy20,0.974,,4662
00088_hey-jervis_Samantha_clean.wav,near_miss,clean,0.975,,3097
00094_hey-jervis_Albert_clean.wav,near_miss,clean,0.870,,1701
00091_hey-jervis_Fred_clean.wav,near_miss,clean,0.954,,2070
00101_hey-charmless_Ralph_reverb.wav,near_miss,reverb,0.430,,3193
00102_hey-charmless_Albert_noisy10.wav,near_miss,noisy10,0.338,,3983
00099_hey-charmless_Fred_clean.wav,near_miss,clean,0.997,,2471
00108_they-marvis_Kathy_clean.wav,near_miss,clean,0.006,,3684
00111_they-marvis_Flo_noisy0.wav,near_miss,noisy0,0.104,,3657
00109_they-marvis_Ralph_quiet.wav,near_miss,quiet,0.006,,1265
00114_hey-service_Karen_quiet.wav,near_miss,quiet,0.004,,1948
00118_hey-service_Albert_noisy5.wav,near_miss,noisy5,0.248,,2741
00114_hey-service_Karen_noisy0.wav,near_miss,noisy0,0.122,,4039
bg_00022.wav,background,speech,0.002,,7041
bg_00024.wav,background,speech,0.001,,5336
bg_00012.wav,background,speech,0.003,,6574
bg_00137.wav,background,speech,0.001,,6695
bg_00167.wav,background,speech,0.004,,3802
bg_00101.wav,background,speech,0.009,,4067
bg_00152.wav,background,speech,0.010,,3678
bg_00065.wav,background,speech,0.006,,12378
bg_00159.wav,background,speech,0.001,,3016
bg_00176.wav,background,speech,0.000,,4467
